iter	CrossEntropy
2783	0.272176913
2784	0.2721263548
2785	0.2721064742
2786	0.2720540135
2787	0.2720134068
2788	0.2719582288
2789	0.2719147131
2790	0.2718728356
2791	0.2718230702
2792	0.271773965
2793	0.2717233195
2794	0.2716627677
2795	0.2716219954
2796	0.2715755281
2797	0.2715246147
2798	0.2714642596
2799	0.2714235536
2800	0.2713816194
2801	0.2713626811
2802	0.2713216787
2803	0.2712786621
2804	0.2712205775
2805	0.2711838092
2806	0.2711534535
2807	0.2711125924
2808	0.2710813533
2809	0.271035966
2810	0.2709875512
2811	0.2709216477
2812	0.2708794023
2813	0.2708225087
2814	0.2707823812
2815	0.2707115659
2816	0.2706821004
2817	0.2706358022
2818	0.2705854982
2819	0.2705334678
2820	0.2704661506
2821	0.2704204699
2822	0.2703814043
2823	0.2703278272
2824	0.2702819999
2825	0.2702415816
2826	0.2701789485
2827	0.2701201323
2828	0.2700906209
2829	0.2700474365
2830	0.2700192729
2831	0.2699750312
2832	0.2699169607
2833	0.2698608045
2834	0.2698452821
2835	0.2697936365
2836	0.2697718066
2837	0.2697295302
2838	0.2696912949
2839	0.2696394155
2840	0.2695867207
2841	0.2695379938
2842	0.2694901396
2843	0.2694237908
2844	0.269387148
2845	0.2693577387
2846	0.269304612
2847	0.2692615679
2848	0.2692292897
2849	0.2691847705
2850	0.2691125456
2851	0.2690543651
2852	0.2690166003
2853	0.2689765168
2854	0.2688901866
2855	0.2688470333
2856	0.2688069804
2857	0.2687576213
2858	0.2687141347
2859	0.2686507846
2860	0.2686182665
2861	0.2685745028
2862	0.2685128177
2863	0.2684698291
2864	0.2684148663
2865	0.268361491
2866	0.2683337161
2867	0.268301873
2868	0.2682473291
2869	0.2681931236
2870	0.2681632188
2871	0.2681183312
2872	0.2680579364
2873	0.2680292189
2874	0.2679812755
2875	0.2679361748
2876	0.2678925253
2877	0.2678429916
2878	0.2678036084
2879	0.2677417859
2880	0.2676888393
2881	0.2676552031
2882	0.2676072054
2883	0.267532646
2884	0.2674887471
2885	0.2674470157
2886	0.2674118722
2887	0.2673642607
2888	0.2673252378
2889	0.2672844818
2890	0.2672301231
2891	0.2671705124
2892	0.2671443743
2893	0.2670963192
2894	0.2670625301
2895	0.267021179
2896	0.2669804102
2897	0.2669392178
2898	0.26688945
2899	0.2668551574
2900	0.2667997636
2901	0.2667597479
2902	0.2667302102
2903	0.2666955901
2904	0.2666414204
2905	0.2665942865
2906	0.2665688751
2907	0.2665364974
2908	0.26649597
2909	0.2664339562
2910	0.2663652641
2911	0.2663353507
2912	0.2662883223
2913	0.2662408624
2914	0.2661904601
2915	0.2661479332
2916	0.2661098844
2917	0.266062096
2918	0.2660204948
2919	0.265972904
2920	0.2659380093
2921	0.2659029424
2922	0.2658726797
2923	0.2658502789
2924	0.2658137939
2925	0.2657531012
2926	0.2656947363
2927	0.2656358775
2928	0.2655719232
2929	0.2655388884
2930	0.2654702484
2931	0.2654255383
2932	0.2653666123
2933	0.265310125
2934	0.2652482035
2935	0.2651937464
2936	0.2651626193
2937	0.2651307773
2938	0.2651057885
2939	0.2650684755
2940	0.2650299408
2941	0.2649669807
2942	0.264930899
2943	0.264905473
2944	0.264871913
2945	0.2648291673
2946	0.2647816425
2947	0.2647363678
2948	0.264706188
2949	0.2646528123
2950	0.2645770353
2951	0.2645318489
2952	0.2644861021
2953	0.2644431493
2954	0.2643923254
2955	0.2643541275
2956	0.2643086807
2957	0.2642696158
2958	0.264220342
2959	0.264171827
2960	0.2641373204
2961	0.2640831764
2962	0.264028168
2963	0.2639823677
2964	0.2639217094
2965	0.2638813005
2966	0.2638207015
2967	0.2637698456
2968	0.26371459
2969	0.2636517215
2970	0.2636194514
2971	0.2635744967
2972	0.2635125333
2973	0.263460345
2974	0.2634044001
2975	0.2633592204
2976	0.2633244103
2977	0.2632830722
2978	0.263229261
2979	0.263190415
2980	0.2631493865
2981	0.2631028871
2982	0.2630592924
2983	0.2630128206
2984	0.262977683
2985	0.2629429728
2986	0.2628889996
2987	0.2628500957
2988	0.262810697
2989	0.262774701
2990	0.2627406303
2991	0.2626894823
2992	0.2626213655
2993	0.2625850447
2994	0.2625379148
2995	0.2624945102
2996	0.2624512455
2997	0.262410865
2998	0.2623596734
2999	0.2623027818
3000	0.2622662171
3001	0.2622296465
3002	0.2621756554
3003	0.2621293478
3004	0.2620897909
3005	0.2620542017
3006	0.2620048749
3007	0.2619646275
3008	0.2619189315
3009	0.2618568093
3010	0.2618154725
3011	0.2617570306
3012	0.2617237816
3013	0.2616939656
3014	0.2616518157
3015	0.2616057433
3016	0.2615649061
3017	0.2614959403
3018	0.2614647864
3019	0.2614139611
3020	0.2613546984
3021	0.26128672
3022	0.2612491729
3023	0.2612097676
3024	0.2611515079
3025	0.2611207835
3026	0.261076961
3027	0.2610382579
3028	0.2609748203
3029	0.2609144975
3030	0.2608707643
3031	0.2608270356
3032	0.2607857685
3033	0.2607271494
3034	0.260679364
3035	0.2606358161
3036	0.2605775906
3037	0.260548443
3038	0.2605051077
3039	0.2604756711
3040	0.2604487611
3041	0.2604007896
3042	0.2603469214
3043	0.260303342
3044	0.2602446615
3045	0.2602011769
3046	0.2601268235
3047	0.260083021
3048	0.2600530177
3049	0.2600033579
3050	0.2599748195
3051	0.2599372734
3052	0.2598873025
3053	0.2598370725
3054	0.2597988368
3055	0.2597472258
3056	0.2597187068
3057	0.2596762882
3058	0.2596246359
3059	0.2595761164
3060	0.2595344134
3061	0.2594836347
3062	0.2594418679
3063	0.2593973709
3064	0.2593694963
3065	0.2593449217
3066	0.2592972323
3067	0.2592482781
3068	0.2591936104
3069	0.2591470904
3070	0.2591166532
3071	0.2590694602
3072	0.2590410782
3073	0.258991089
3074	0.2589683344
3075	0.2589149612
3076	0.2588903316
3077	0.2588238394
3078	0.2587771777
3079	0.2587393523
3080	0.2586931211
3081	0.2586500794
3082	0.258605809
3083	0.2585639899
3084	0.2585222352
3085	0.2584586543
3086	0.2583990305
3087	0.2583711533
3088	0.2583235501
3089	0.2582908987
3090	0.2582509436
3091	0.2581935078
3092	0.2581500769
3093	0.2581186526
3094	0.2580683343
3095	0.2580331744
3096	0.2579887468
3097	0.2579584442
3098	0.257911842
3099	0.2578689082
3100	0.2578312342
3101	0.2577626629
3102	0.2577213577
3103	0.2576845673
3104	0.2576400937
3105	0.257614119
3106	0.2575844392
3107	0.2575459071
3108	0.2574988987
3109	0.2574458091
3110	0.2574043526
3111	0.2573499056
3112	0.2573251152
3113	0.2572974031
3114	0.2572535479
3115	0.2572081513
3116	0.2571779867
3117	0.2571276426
3118	0.2570939997
3119	0.2570377184
3120	0.2570048927
3121	0.2569555623
3122	0.2569058856
3123	0.2568743052
3124	0.2568396436
3125	0.2567979302
3126	0.2567538758
3127	0.2567091994
3128	0.2566760641
3129	0.2566199845
3130	0.2565755982
3131	0.2565339956
3132	0.2564936988
3133	0.2564391208
3134	0.2563959756
3135	0.2563666752
3136	0.2563133746
3137	0.2562732861
3138	0.2562351662
3139	0.2561915421
3140	0.2561595246
3141	0.2561187504
3142	0.256085838
3143	0.2560321346
3144	0.2559833085
3145	0.2559213959
3146	0.255871501
3147	0.255827281
3148	0.2557764533
3149	0.2557321639
3150	0.2557019053
3151	0.2556656239
3152	0.2556147135
3153	0.2555684546
3154	0.2555203198
3155	0.2554720622
3156	0.2554143157
3157	0.2553750563
3158	0.2553338634
3159	0.2552941353
3160	0.2552476842
3161	0.2552110708
3162	0.2551708666
3163	0.2551222446
3164	0.2550852038
3165	0.2550497276
3166	0.2550069266
3167	0.2549675466
3168	0.2549438073
3169	0.2548951693
3170	0.2548627406
3171	0.2548015845
3172	0.2547589899
3173	0.2547301474
3174	0.2546915272
3175	0.2546575817
3176	0.2546171286
3177	0.2545816378
3178	0.2545413216
3179	0.2545126515
3180	0.2544690176
3181	0.2544157517
3182	0.2543522935
3183	0.2543165263
3184	0.2542870598
3185	0.2542478116
3186	0.2542101179
3187	0.2541801076
3188	0.2541478391
3189	0.2540991082
3190	0.2540491665
3191	0.2540018501
3192	0.2539380247
3193	0.2538816461
3194	0.2538655506
3195	0.2538332061
3196	0.2538059973
3197	0.2537728293
3198	0.2537393714
3199	0.2536885944
3200	0.2536270673
3201	0.2535836256
3202	0.2535433
3203	0.2535027195
3204	0.2534700344
3205	0.2534210158
3206	0.2533759575
3207	0.2533444826
3208	0.2533090337
3209	0.2532760751
3210	0.2532053846
3211	0.2531572127
3212	0.2531038401
3213	0.2530644826
3214	0.2530188321
3215	0.2529775929
3216	0.2529389409
3217	0.2529116517
3218	0.2528725625
3219	0.252836416
3220	0.2527644695
3221	0.2527085502
3222	0.2526614236
3223	0.2526230498
3224	0.2525805415
3225	0.2525314088
3226	0.2525005754
3227	0.252455543
3228	0.2524301465
3229	0.2523716276
3230	0.2523342492
3231	0.2522872292
3232	0.2522402609
3233	0.2522065016
3234	0.252161766
3235	0.2521125023
3236	0.2520569144
3237	0.2520227867
3238	0.2519669674
3239	0.2519428888
3240	0.2519102046
3241	0.2518719741
3242	0.2518358579
3243	0.2518036103
3244	0.2517623732
3245	0.251725737
3246	0.2516729794
3247	0.251643436
3248	0.2516111142
3249	0.2515686342
3250	0.2515309391
3251	0.2514909072
3252	0.2514327546
3253	0.251397825
3254	0.251359823
3255	0.2513210242
3256	0.2512612215
3257	0.2512190659
3258	0.2511876145
3259	0.2511381133
3260	0.2510738294
3261	0.2510218297
3262	0.2509905676
3263	0.2509499696
3264	0.2509338122
3265	0.2508868325
3266	0.2508358039
3267	0.2508100763
3268	0.2507639551
3269	0.2507242368
3270	0.2507027093
3271	0.2506447944
3272	0.2506138935
3273	0.2505707248
3274	0.2505274742
3275	0.2504761435
3276	0.2504388125
3277	0.2504056948
3278	0.2503695381
3279	0.2503270292
3280	0.2502538664
3281	0.2502165909
3282	0.2501786907
3283	0.2501409723
3284	0.250095395
3285	0.2500389162
3286	0.2500144998
3287	0.2499811673
3288	0.249940556
3289	0.2499217658
3290	0.2498775655
3291	0.2497949244
3292	0.2497350122
3293	0.2496995087
3294	0.2496408323
3295	0.2495993046
3296	0.249559643
3297	0.2495181876
3298	0.2494750125
3299	0.2494486049
3300	0.2493920823
3301	0.2493470078
3302	0.2493120474
3303	0.2492751406
3304	0.2492495974
3305	0.249188213
3306	0.2491502581
3307	0.2491157152
3308	0.2490445103
3309	0.2489775511
3310	0.2489346565
3311	0.2488753273
3312	0.2488346401
3313	0.2487928513
3314	0.2487395129
3315	0.2487030353
3316	0.2486398542
3317	0.2485913415
3318	0.2485548723
3319	0.2485247608
3320	0.2484923283
3321	0.2484584957
3322	0.2484161043
3323	0.2483665992
3324	0.2483039941
3325	0.2482696886
3326	0.248233287
3327	0.2482006807
3328	0.2481537892
3329	0.2480964149
3330	0.2480571296
3331	0.248017495
3332	0.247989448
3333	0.2479616245
3334	0.2479113522
3335	0.2478717106
3336	0.2478333817
3337	0.2478075761
3338	0.2477761495
3339	0.2477407027
3340	0.2477088711
3341	0.2476639752
3342	0.2476338072
3343	0.2476065427
3344	0.247562913
3345	0.2475295525
3346	0.2474875059
3347	0.2474638213
3348	0.2474164184
3349	0.2473925861
3350	0.2473263577
3351	0.2472814549
3352	0.2472457226
3353	0.2472063937
3354	0.2471667311
3355	0.2471248638
3356	0.2470924329
3357	0.2470691621
3358	0.2470208672
3359	0.2469882432
3360	0.246959913
3361	0.2469101237
3362	0.2468483793
3363	0.2468123258
3364	0.2467707862
3365	0.2467227767
3366	0.246687256
3367	0.2466419205
3368	0.2466037468
3369	0.2465447834
3370	0.246514149
3371	0.2464632979
3372	0.2464243167
3373	0.2463802727
3374	0.2463444425
3375	0.2462993705
3376	0.2462638733
3377	0.246213892
3378	0.2461710882
3379	0.2461166355
3380	0.2460898909
3381	0.2460494874
3382	0.2460167476
3383	0.2459513993
3384	0.2459243923
3385	0.2458834689
3386	0.2458367417
3387	0.2457797948
3388	0.2457155544
3389	0.2456748553
3390	0.2456442898
3391	0.2456013889
3392	0.2455667747
3393	0.2455268925
3394	0.2454901986
3395	0.2454597922
3396	0.2454129368
3397	0.2453682752
3398	0.2453162177
3399	0.2452839094
3400	0.2452289337
3401	0.2451986058
3402	0.2451500418
3403	0.2451018779
3404	0.2450706686
3405	0.245026239
3406	0.2449861152
3407	0.2449684616
3408	0.2449213066
3409	0.2448777412
3410	0.2448256323
3411	0.2447849273
3412	0.24474956
3413	0.2447140033
3414	0.2446830565
3415	0.2446301235
3416	0.2445914048
3417	0.2445572719
3418	0.2445376734
3419	0.2444816377
3420	0.2444262379
3421	0.2443738756
3422	0.2443364174
3423	0.2442944559
3424	0.2442660977
3425	0.244198301
3426	0.244159018
3427	0.2441266458
3428	0.2440702566
3429	0.2440225604
3430	0.2439625856
3431	0.2439073442
3432	0.2438734515
3433	0.2438136725
3434	0.2437862359
3435	0.2437293979
3436	0.2436942553
3437	0.243659426
3438	0.24363457
3439	0.2435959985
3440	0.243556799
3441	0.2435112037
3442	0.2434608229
3443	0.2434143609
3444	0.2433784728
3445	0.243335236
3446	0.2433105035
3447	0.2432849352
3448	0.2432466889
3449	0.2432029783
3450	0.243159695
3451	0.2430986475
3452	0.2430537921
3453	0.243014523
3454	0.2429731434
3455	0.2429298311
3456	0.2429032918
3457	0.2428780558
3458	0.2428388031
3459	0.2427771983
3460	0.2427373186
3461	0.2426990806
3462	0.2426562317
3463	0.2426228289
3464	0.2425762491
3465	0.2425309878
3466	0.2424921972
3467	0.2424715489
3468	0.2424276805
3469	0.2423873864
3470	0.2423561145
3471	0.2423145643
3472	0.2422646504
3473	0.2422197683
3474	0.2421881022
3475	0.242145757
3476	0.2421077774
3477	0.2420739214
3478	0.2420299577
3479	0.2419995667
3480	0.2419320643
3481	0.2418798538
3482	0.2418504101
3483	0.2418220973
3484	0.2417799562
3485	0.2417449882
3486	0.2417110937
3487	0.2416850876
3488	0.2416467598
3489	0.2416098801
3490	0.2415742484
3491	0.2415210678
3492	0.2414903729
3493	0.241450163
3494	0.2414058807
3495	0.2413694644
3496	0.2413125163
3497	0.2412644708
3498	0.2412298543
3499	0.2411786051
3500	0.2411429125
3501	0.2411041658
3502	0.2410614434
3503	0.241030474
3504	0.2409857571
3505	0.2409408418
3506	0.2409165242
3507	0.2408881646
3508	0.2408567745
3509	0.240817681
3510	0.2407836632
3511	0.2407471378
3512	0.2406988605
3513	0.240638712
3514	0.2405925147
3515	0.2405638383
3516	0.2405043729
3517	0.2404625508
3518	0.2404289043
3519	0.2403861848
3520	0.2403446242
3521	0.240309064
3522	0.2402568119
3523	0.2402070395
3524	0.2401533741
3525	0.2401262957
3526	0.2400689796
3527	0.2400472358
3528	0.2400142239
3529	0.2399904869
3530	0.2399536336
3531	0.2399124414
3532	0.2398893116
3533	0.2398446401
3534	0.2398046934
3535	0.2397577356
3536	0.2397061171
3537	0.2396785515
3538	0.2396219252
3539	0.2395751089
3540	0.239517408
3541	0.2394837719
3542	0.2394526923
3543	0.2394228926
3544	0.2393930791
3545	0.2393502968
3546	0.239323209
3547	0.2392785574
3548	0.2392224928
3549	0.2391968276
3550	0.2391641146
3551	0.2391291681
3552	0.2390850067
3553	0.2390310119
3554	0.2389744442
3555	0.2389294512
3556	0.2388877742
3557	0.2388681606
3558	0.2388383282
3559	0.2387903867
3560	0.2387457165
3561	0.2387073731
3562	0.2386711494
3563	0.2385726187
3564	0.2385316949
3565	0.2384998967
3566	0.2384457567
3567	0.2384011149
3568	0.2383553092
3569	0.2383132135
3570	0.2382727066
3571	0.2382305371
3572	0.2381928288
3573	0.2381385715
3574	0.2380951132
3575	0.238054721
3576	0.238010762
3577	0.2379608058
3578	0.2379188383
3579	0.2378851628
3580	0.2378474283
3581	0.2378053585
3582	0.2377568577
3583	0.2377201555
3584	0.2376883642
3585	0.2376499627
3586	0.2376095835
3587	0.237572741
3588	0.2375389934
3589	0.2374988757
3590	0.2374427862
3591	0.2374111902
3592	0.2373788561
3593	0.2373270224
3594	0.2372894875
3595	0.2372493797
3596	0.2372253127
3597	0.2371941573
3598	0.2371533465
3599	0.237102189
3600	0.2370472252
3601	0.2369946056
3602	0.2369488665
3603	0.2369136008
3604	0.2368748372
3605	0.2368299164
3606	0.2367556539
3607	0.2367309344
3608	0.2366834391
3609	0.2366375733
3610	0.2366003701
3611	0.2365592538
3612	0.2365371768
3613	0.2365177575
3614	0.2364799036
3615	0.2364471818
3616	0.2364055345
3617	0.2363733709
3618	0.2363178439
3619	0.2362954119
3620	0.2362528879
3621	0.2362293803
3622	0.2361960556
3623	0.2361604089
3624	0.2361170333
3625	0.2360820696
3626	0.236023692
3627	0.2359873278
3628	0.2359548426
3629	0.2359187167
3630	0.2358727278
3631	0.2358319597
3632	0.2357779117
3633	0.2357359549
3634	0.2357055182
3635	0.235661604
3636	0.2356151131
3637	0.2355692524
3638	0.2355262877
3639	0.2354862494
3640	0.2354494071
3641	0.2354051522
3642	0.2353665511
3643	0.2353363776
3644	0.2353093152
3645	0.2352802696
3646	0.2352534626
3647	0.2352035445
3648	0.2351724347
3649	0.2351327548
3650	0.2351073837
3651	0.2350770884
3652	0.2350507443
3653	0.2350148942
3654	0.2349821427
3655	0.2349526966
3656	0.2349114792
3657	0.2348696225
3658	0.2348280257
3659	0.2348046598
3660	0.2347606309
3661	0.2347407594
3662	0.2346962358
3663	0.2346558213
3664	0.2346283459
3665	0.2345986956
3666	0.2345531874
3667	0.2345256011
3668	0.2344910802
3669	0.2344446736
3670	0.2344087538
3671	0.2343566102
3672	0.2343334448
3673	0.2343023455
3674	0.2342754275
3675	0.2342442855
3676	0.2342089346
3677	0.2341639487
3678	0.2341195601
3679	0.2340886002
3680	0.234050538
3681	0.2340147492
3682	0.2339815883
3683	0.2339517058
3684	0.2339238617
3685	0.2338699101
3686	0.2338364313
3687	0.2337959985
3688	0.233768677
3689	0.2337329661
3690	0.2336997491
3691	0.2336703612
3692	0.2336215641
3693	0.2335824059
3694	0.2335426322
3695	0.2334991288
3696	0.2334581345
3697	0.2334308844
3698	0.2333909204
3699	0.233356059
3700	0.2333385992
3701	0.233297657
3702	0.2332565422
3703	0.233236524
3704	0.2331985796
3705	0.233155303
3706	0.2331315802
3707	0.2330930639
3708	0.2330481778
3709	0.2330286687
3710	0.2329854189
3711	0.232949763
3712	0.2329132607
3713	0.2328795606
3714	0.2328472359
3715	0.2328192872
3716	0.2327760585
3717	0.2327535858
3718	0.2327058583
3719	0.2326748275
3720	0.2326348985
3721	0.2326020733
3722	0.232558973
3723	0.2325250561
3724	0.2324811548
3725	0.2324428378
3726	0.2324178451
3727	0.2323607216
3728	0.2323259336
3729	0.2322965327
3730	0.2322574938
3731	0.2322289456
3732	0.2321873072
3733	0.2321481688
3734	0.2321050645
3735	0.2320611153
3736	0.2320348054
3737	0.2319950327
3738	0.2319513845
3739	0.2319154735
3740	0.2318884753
3741	0.2318478425
3742	0.2318115533
3743	0.2317687614
3744	0.2317295233
3745	0.2316869811
3746	0.2316543965
3747	0.2316304959
3748	0.2315851681
3749	0.2315352865
3750	0.2315041406
3751	0.2314669589
3752	0.2314482397
3753	0.2314163469
3754	0.2313792676
3755	0.2313371685
3756	0.2313094615
3757	0.2312702968
3758	0.2312420338
3759	0.2312125543
3760	0.2311785317
3761	0.2311483949
3762	0.2310969273
3763	0.2310683544
3764	0.2310315787
3765	0.2310090091
3766	0.2309688619
3767	0.2309129584
3768	0.2308860325
3769	0.2308638969
3770	0.2308347704
3771	0.2307895208
3772	0.2307543755
3773	0.2307164716
3774	0.2306734572
3775	0.230649534
3776	0.2306252438
3777	0.2305813759
3778	0.2305586987
3779	0.2305118214
3780	0.2304825036
3781	0.2304284975
3782	0.2303975641
3783	0.2303490999
3784	0.2303054996
3785	0.230265325
3786	0.2302342517
3787	0.2301992296
3788	0.2301622356
3789	0.2301245499
3790	0.2300804758
3791	0.2300380883
3792	0.2299881687
3793	0.2299581286
3794	0.2299533029
3795	0.2299130377
3796	0.229882145
3797	0.2298466409
3798	0.2298100412
3799	0.2297927168
3800	0.2297486297
3801	0.2297053222
3802	0.2296713785
3803	0.229641135
3804	0.2296156804
3805	0.2295722278
3806	0.22951836
3807	0.2294962652
3808	0.2294641608
3809	0.2294285338
3810	0.2293992497
3811	0.2293755665
3812	0.2293409691
3813	0.2293126187
3814	0.2292695639
3815	0.2292186901
3816	0.2291742604
3817	0.2291466593
3818	0.2291053619
3819	0.2290451375
3820	0.2290247965
3821	0.2289899933
3822	0.2289476312
3823	0.2289098453
3824	0.2288687441
3825	0.2288316132
3826	0.2287966142
3827	0.2287329677
3828	0.2286962384
3829	0.2286601756
3830	0.2286227063
3831	0.2285746706
3832	0.228535822
3833	0.2285010308
3834	0.2284654116
3835	0.2284398307
3836	0.2284049168
3837	0.2283881993
3838	0.2283557637
3839	0.2283145076
3840	0.2282824431
3841	0.2282556204
3842	0.2282097454
3843	0.2281711401
3844	0.2281576444
3845	0.2281201008
3846	0.2280975048
3847	0.2280636431
3848	0.2280264783
3849	0.2279891431
3850	0.2279598262
3851	0.2279390109
3852	0.2279022069
3853	0.2278585327
3854	0.2278113836
3855	0.2277690111
3856	0.2277393836
3857	0.2277063122
3858	0.2276590036
3859	0.2276411025
3860	0.2276085968
3861	0.2275558321
3862	0.2275207296
3863	0.227488358
3864	0.2274257067
3865	0.2273750044
3866	0.2273425613
3867	0.2272871782
3868	0.2272565913
3869	0.2272212759
3870	0.2271617728
3871	0.2271181018
3872	0.2270890525
3873	0.2270555863
3874	0.2270119411
3875	0.2269790128
3876	0.2269391329
3877	0.2269006121
3878	0.2268623954
3879	0.2268292047
3880	0.2268026818
3881	0.226764477
3882	0.2267206251
3883	0.226684366
3884	0.2266623586
3885	0.2266284951
3886	0.2265685064
3887	0.2265153616
3888	0.2264840343
3889	0.2264464214
3890	0.2264186049
3891	0.2263884461
3892	0.2263476146
3893	0.226316204
3894	0.226292039
3895	0.2262536434
3896	0.2262101985
3897	0.2261696576
3898	0.2261452561
3899	0.2261001873
3900	0.2260549407
3901	0.2260267943
3902	0.2259949757
3903	0.2259698327
3904	0.2259383347
3905	0.2259039063
3906	0.2258528459
3907	0.2258200779
3908	0.2257609745
3909	0.2257102297
3910	0.2256690736
3911	0.2256260339
3912	0.2255876616
3913	0.2255355984
3914	0.2254824303
3915	0.2254429962
3916	0.225392905
3917	0.2253573513
3918	0.2253108668
3919	0.2252692212
3920	0.2252245173
3921	0.2251844824
3922	0.2251503116
3923	0.2251026841
3924	0.225077974
3925	0.2250367795
3926	0.2249993402
3927	0.2249588648
3928	0.2249206877
3929	0.2248920092
3930	0.224852757
3931	0.2248238735
3932	0.2247883835
3933	0.2247477616
3934	0.2247171605
3935	0.2246811776
3936	0.224653364
3937	0.2246094926
3938	0.2245519701
3939	0.2245245451
3940	0.2244971704
3941	0.2244477066
3942	0.2244035786
3943	0.224365108
3944	0.2243444828
3945	0.2243102456
3946	0.224284474
3947	0.2242325288
3948	0.2241740148
3949	0.2241401464
3950	0.2241035758
3951	0.2240523875
3952	0.224008376
3953	0.2239609008
3954	0.2239152802
3955	0.2238811593
3956	0.2238555498
3957	0.2238163023
3958	0.2237731956
3959	0.2237241128
3960	0.2236726755
3961	0.2236388405
3962	0.2236000548
3963	0.2235648012
3964	0.2235390464
3965	0.2235010222
3966	0.2234555225
3967	0.2234200166
3968	0.2233813178
3969	0.2233408248
3970	0.2233168852
3971	0.2232921539
3972	0.223259098
3973	0.2232329698
3974	0.2232059897
3975	0.2231669689
3976	0.2231437981
3977	0.22310937
3978	0.2230754019
3979	0.223052244
3980	0.2230109888
3981	0.2229797831
3982	0.2229474313
3983	0.2228919825
3984	0.2228577006
3985	0.222834172
3986	0.2227932591
3987	0.222767382
3988	0.2227245723
3989	0.2226798736
3990	0.2226337356
3991	0.2226044965
3992	0.2225656638
3993	0.2225102986
3994	0.2224668864
3995	0.2224416368
3996	0.2223994536
3997	0.2223487349
3998	0.2223119698
3999	0.2222856673
4000	0.2222583629
4001	0.2222233429
4002	0.2221694246
4003	0.2221398383
4004	0.2220961057
4005	0.2220718146
4006	0.2220256005
4007	0.2219986964
4008	0.2219568741
4009	0.221914949
4010	0.2218728194
4011	0.2218363166
4012	0.2218156279
4013	0.2217847102
4014	0.2217248342
4015	0.22167187
4016	0.2216471292
4017	0.2216240176
4018	0.221576211
4019	0.2215445874
4020	0.221497213
4021	0.2214628873
4022	0.2214341261
4023	0.2213903337
4024	0.221332237
4025	0.2212998824
4026	0.2212634981
4027	0.2212283402
4028	0.2211905539
4029	0.221145364
4030	0.2211183983
4031	0.2210752325
4032	0.2210421731
4033	0.2209910968
4034	0.2209511736
4035	0.2208997773
4036	0.2208620865
4037	0.2208165835
4038	0.220775316
4039	0.2207455502
4040	0.2207129342
4041	0.2206660555
4042	0.2206462856
4043	0.2206021376
4044	0.2205672797
4045	0.2205439232
4046	0.220529059
4047	0.2204917476
4048	0.2204447344
4049	0.2204140738
4050	0.2203699037
4051	0.2203230292
4052	0.2202943197
4053	0.2202662202
4054	0.2202313851
4055	0.2202043833
4056	0.2201644932
4057	0.2201255751
4058	0.2200906535
4059	0.2200607161
4060	0.2200411471
4061	0.2200003339
4062	0.2199428958
4063	0.2199115711
4064	0.2198793002
4065	0.2198411411
4066	0.2198138469
4067	0.2197804617
4068	0.2197527758
4069	0.219701783
4070	0.2196697775
4071	0.2196361418
4072	0.2196073765
4073	0.2195767699
4074	0.2195337047
4075	0.2195082368
4076	0.2194756452
4077	0.2194225951
4078	0.2193810767
4079	0.2193586302
4080	0.2193256385
4081	0.2192858417
4082	0.2192688371
4083	0.2192371318
4084	0.2192035458
4085	0.2191775518
4086	0.2191095625
4087	0.2190739956
4088	0.2190368241
4089	0.2190065579
4090	0.2189728323
4091	0.2189337235
4092	0.2189294403
4093	0.2188981781
4094	0.2188698864
4095	0.2188322757
4096	0.2187955164
4097	0.2187518345
4098	0.2187132114
4099	0.2186834603
4100	0.2186359358
4101	0.2185945307
4102	0.2185627723
4103	0.2185221842
4104	0.2184936541
4105	0.2184531638
4106	0.2184055005
4107	0.2183686038
4108	0.2183286703
4109	0.2182907644
4110	0.2182468684
4111	0.2182142384
4112	0.2181801649
4113	0.2181404922
4114	0.2181074944
4115	0.2180710735
4116	0.2180329553
4117	0.217986632
4118	0.2179442981
4119	0.2178856737
4120	0.2178580013
4121	0.2178171731
4122	0.2177884905
4123	0.2177544912
4124	0.2177230998
4125	0.2176911176
4126	0.2176581998
4127	0.2176215633
4128	0.2175848487
4129	0.2175499513
4130	0.2175249707
4131	0.2174848215
4132	0.2174494404
4133	0.2174110857
4134	0.2173765857
4135	0.2173389864
4136	0.2173124003
4137	0.2172846445
4138	0.2172591116
4139	0.2172305153
4140	0.2171831632
4141	0.2171423929
4142	0.2171104959
4143	0.2170864487
4144	0.2170444329
4145	0.2169965019
4146	0.2169678036
4147	0.2169206519
4148	0.2168888343
4149	0.216858353
4150	0.2168268143
4151	0.2167845489
4152	0.2167662023
4153	0.2167309238
4154	0.2166989467
4155	0.2166621844
4156	0.216616983
4157	0.2165799966
4158	0.2165446935
4159	0.2165059404
4160	0.2164796187
4161	0.2164457757
4162	0.216411564
4163	0.2163726436
4164	0.2163326104
4165	0.2163044476
4166	0.2162601799
4167	0.2162110838
4168	0.2161822338
4169	0.2161338596
4170	0.2161030121
4171	0.2160984724
4172	0.2160646465
4173	0.2160194576
4174	0.2159688872
4175	0.2159341992
4176	0.2158659773
4177	0.2158245806
4178	0.2157865438
4179	0.2157597979
4180	0.2157289108
4181	0.2157022434
4182	0.2156658702
4183	0.215643125
4184	0.2156000736
4185	0.2155597832
4186	0.2155394567
4187	0.2155235009
4188	0.2154865349
4189	0.2154529055
4190	0.215407227
4191	0.2153793694
4192	0.2153282817
4193	0.2152801413
4194	0.2152492788
