iter	CrossEntropy
203	0.4882769326
204	0.4880319544
205	0.487705266
206	0.4873841665
207	0.4870749948
208	0.4866749804
209	0.4863581106
210	0.4860897483
211	0.4857266954
212	0.485441394
213	0.4852093057
214	0.4849735253
215	0.48474814
216	0.4844488055
217	0.4838627779
218	0.4836414384
219	0.4831433851
220	0.4828409713
221	0.4825147027
222	0.4822858695
223	0.4820576671
224	0.4816220392
225	0.4813351779
226	0.4808673882
227	0.4806434424
228	0.4804316796
229	0.4800316801
230	0.4798170446
231	0.4795212064
232	0.4793233901
233	0.4791356405
234	0.4789294212
235	0.4787344269
236	0.478465151
237	0.478226902
238	0.4777216333
239	0.4774535661
240	0.477239605
241	0.4770076536
242	0.4767601797
243	0.4765637679
244	0.4763618491
245	0.4761491742
246	0.4758132963
247	0.4755422354
248	0.4753667767
249	0.4751202227
250	0.4748526831
251	0.4746512221
252	0.4744033836
253	0.4741905065
254	0.4739046867
255	0.4736256269
256	0.4733090569
257	0.4729247899
258	0.4726489369
259	0.472439225
260	0.472169088
261	0.4718524534
262	0.4716304531
263	0.4714518721
264	0.4712573468
265	0.4710441555
266	0.4706546898
267	0.4704299709
268	0.4702276617
269	0.4700480987
270	0.4698021386
271	0.4694640621
272	0.469228721
273	0.4690355212
274	0.4687563534
275	0.4685187412
276	0.4681793114
277	0.4678887387
278	0.4676503187
279	0.4674096196
280	0.4672386119
281	0.4670516609
282	0.466862735
283	0.4665927784
284	0.4664231171
285	0.4662404669
286	0.466076715
287	0.4658436417
288	0.465659437
289	0.4654812674
290	0.4653018126
291	0.4650496933
292	0.4648233219
293	0.4645510433
294	0.4642217866
295	0.4640774486
296	0.4637482222
297	0.4635655092
298	0.4633560222
299	0.4631306375
300	0.462905218
301	0.4627050813
302	0.4625227795
303	0.4623859523
304	0.4621211831
305	0.461930167
306	0.4617024376
307	0.4613897865
308	0.4612387666
309	0.4610397819
310	0.4608349738
311	0.460650896
312	0.4605098248
313	0.4603523388
314	0.4601941612
315	0.4599804143
316	0.4598036122
317	0.459658892
318	0.4594300397
319	0.4592480655
320	0.459040402
321	0.4589008141
322	0.4587294203
323	0.4585832466
324	0.4584472337
325	0.4583166456
326	0.4581277791
327	0.4579215407
328	0.4577949482
329	0.4575848063
330	0.4574162371
331	0.4572364363
332	0.4570729799
333	0.4569328706
334	0.4567087883
335	0.4565537858
336	0.4563380823
337	0.4561106793
338	0.4558474488
339	0.4556546167
340	0.4555154547
341	0.4553911069
342	0.4551250057
343	0.4548665993
344	0.4546128995
345	0.454385456
346	0.4542541328
347	0.4541016578
348	0.4539579765
349	0.4538027204
350	0.4535511664
351	0.4534198509
352	0.4532889603
353	0.4531202135
354	0.452973581
355	0.4527896592
356	0.4526016353
357	0.4524575897
358	0.4522666632
359	0.4520813057
360	0.4518948587
361	0.4517391264
362	0.4516095189
363	0.4514732188
364	0.451294221
365	0.4511110361
366	0.4508762722
367	0.4506415036
368	0.4504149797
369	0.4502529059
370	0.4500141939
371	0.4498723041
372	0.4496870242
373	0.4495010258
374	0.4493423546
375	0.4491756439
376	0.4489597951
377	0.4488150701
378	0.4486122497
379	0.4484688345
380	0.4483018101
381	0.4480961419
382	0.4479080458
383	0.4477737714
384	0.4475974585
385	0.4474342549
386	0.4472829433
387	0.4471643168
388	0.4470106379
389	0.4467744324
390	0.4465505673
391	0.4463833081
392	0.446030599
393	0.4458324848
394	0.4457099336
395	0.4454869982
396	0.445362986
397	0.4452401885
398	0.4450617254
399	0.4447959436
400	0.4446633627
401	0.4444981822
402	0.4443034908
403	0.4441536531
404	0.443932219
405	0.443779671
406	0.4436485295
407	0.4435273144
408	0.4433374358
409	0.4432234785
410	0.4430770285
411	0.4428700811
412	0.4427471954
413	0.4425815211
414	0.4424176762
415	0.4422955516
416	0.4421468748
417	0.442022386
418	0.4418675729
419	0.4417130093
420	0.4415592588
421	0.4414194408
422	0.4412494768
423	0.4411379898
424	0.4409642181
425	0.440757952
426	0.4406601267
427	0.4405022855
428	0.4403523764
429	0.440255885
430	0.4400326058
431	0.4399135268
432	0.4397999452
433	0.4396226806
434	0.4394863839
435	0.4393693117
436	0.4392222122
437	0.4391028301
438	0.43889893
439	0.4387419533
440	0.4385826406
441	0.4384541681
442	0.4382844419
443	0.4381317652
444	0.4380130562
445	0.4378947558
446	0.4377748506
447	0.4376170221
448	0.437476188
449	0.4373256557
450	0.4372055462
451	0.4370808793
452	0.4368567203
453	0.4367330597
454	0.4366193886
455	0.436499046
456	0.4363789705
457	0.4362291627
458	0.4361103179
459	0.435993255
460	0.4358633441
461	0.4356589613
462	0.4355600318
463	0.4354345023
464	0.4353366586
465	0.4351950871
466	0.4350816625
467	0.4349190901
468	0.4347925526
469	0.4345511596
470	0.4343784529
471	0.4342818723
472	0.4341616517
473	0.4340185118
474	0.4338849483
475	0.4337174374
476	0.4335886059
477	0.4334836029
478	0.4333534451
479	0.4332192645
480	0.4330839337
481	0.432913053
482	0.4327707282
483	0.4326112478
484	0.4324428607
485	0.4323126909
486	0.4321889253
487	0.4320705085
488	0.4319586949
489	0.4318505072
490	0.4317363365
491	0.4316283277
492	0.431521049
493	0.4314029729
494	0.4312788011
495	0.4311527687
496	0.430973133
497	0.4308376502
498	0.4306652717
499	0.4304728718
500	0.4303592268
501	0.4302180859
502	0.4301057139
503	0.4299894712
504	0.4297933127
505	0.4296801197
506	0.4295285611
507	0.4294031788
508	0.4292787552
509	0.4291441523
510	0.4290548814
511	0.4288430924
512	0.4286876151
513	0.4285914301
514	0.4284677874
515	0.4283179371
516	0.4282325898
517	0.4280741089
518	0.427978828
519	0.4277735268
520	0.4276363737
521	0.4274972926
522	0.4273215071
523	0.4271119676
524	0.4269412719
525	0.4267995605
526	0.4266798861
527	0.4265437744
528	0.4263887263
529	0.4262911594
530	0.4261429899
531	0.4260305086
532	0.4258695736
533	0.4257717921
534	0.4256602276
535	0.4255185076
536	0.4253562671
537	0.4251878993
538	0.4250682514
539	0.4249389968
540	0.4248688885
541	0.4247523281
542	0.4246330814
543	0.4245008436
544	0.4244155648
545	0.4243286365
546	0.4242037128
547	0.4240778879
548	0.4239360381
549	0.4237765783
550	0.4236549702
551	0.4235477592
552	0.4234096281
553	0.423265395
554	0.4231527027
555	0.4230176789
556	0.4228691005
557	0.4227142865
558	0.4226018131
559	0.4224434199
560	0.4223303157
561	0.4222248075
562	0.4220948797
563	0.4219006855
564	0.4217745172
565	0.4216764007
566	0.4215512244
567	0.4214595987
568	0.4213562826
569	0.4212424515
570	0.421117566
571	0.42097467
572	0.4208525175
573	0.4207317589
574	0.4206029442
575	0.4204894979
576	0.4203638232
577	0.420267706
578	0.4201670886
579	0.420026589
580	0.4199024886
581	0.4198116709
582	0.4196957033
583	0.4195355575
584	0.419404044
585	0.4192855917
586	0.4191882463
587	0.4191185526
588	0.4190120116
589	0.4189086045
590	0.4187345157
591	0.4186544242
592	0.4185413736
593	0.4183846936
594	0.4182993256
595	0.4181987745
596	0.4181306143
597	0.4180233345
598	0.4179192072
599	0.4178226394
600	0.41765999
601	0.4175126674
602	0.4174139404
603	0.4173220175
604	0.4172146059
605	0.4171243074
606	0.4170487467
607	0.416968198
608	0.4168473021
609	0.4167339493
610	0.416608384
611	0.4164850198
612	0.4163960722
613	0.4161662609
614	0.4160776749
615	0.4160033406
616	0.4159156509
617	0.4158394099
618	0.4157381593
619	0.415578156
620	0.4154739273
621	0.4153000622
622	0.4152103236
623	0.4150636084
624	0.414923261
625	0.4147820682
626	0.4146837959
627	0.414531446
628	0.414471368
629	0.4143669714
630	0.4143025818
631	0.4141941117
632	0.4140849735
633	0.4139780897
634	0.4138865287
635	0.4137654657
636	0.413698193
637	0.4135813641
638	0.4134844272
639	0.4133724684
640	0.4132430422
641	0.4131410652
642	0.4130416351
643	0.4129586301
644	0.4128594984
645	0.4126706899
646	0.4125496003
647	0.4124314978
648	0.4123166902
649	0.4122305124
650	0.4121480066
651	0.4120372716
652	0.4119788292
653	0.4118911754
654	0.4117783425
655	0.4116872585
656	0.4115674759
657	0.4114712641
658	0.4113113507
659	0.411216352
660	0.4110801471
661	0.4109810663
662	0.4108722629
663	0.4107825625
664	0.4106656514
665	0.4105873076
666	0.4104930545
667	0.4103875135
668	0.410296918
669	0.4101839661
670	0.4100983825
671	0.4100032677
672	0.4098846614
673	0.4097553832
674	0.4096821769
675	0.4095667301
676	0.4094659279
677	0.4093361851
678	0.4092377709
679	0.4091192071
680	0.4090330993
681	0.4089600609
682	0.408847572
683	0.4086966087
684	0.4085780611
685	0.4085011406
686	0.4083818797
687	0.4082598182
688	0.4081543129
689	0.4080898459
690	0.4079820977
691	0.4078756717
692	0.4077728895
693	0.4076535306
694	0.407571124
695	0.4074782262
696	0.4073453424
697	0.4072163643
698	0.4070745667
699	0.4069762299
700	0.4068943069
701	0.4068088541
702	0.4067130728
703	0.4066324686
704	0.4065232023
705	0.4064200616
706	0.4063215605
707	0.4061919992
708	0.4061049738
709	0.4060251917
710	0.4059331856
711	0.4058064777
712	0.4056706282
713	0.4055826916
714	0.4054751579
715	0.4053673409
716	0.4052511019
717	0.4051365828
718	0.4050115838
719	0.4048918724
720	0.4047770204
721	0.4046865656
722	0.4045886392
723	0.4044740024
724	0.404312107
725	0.4041992768
726	0.404099997
727	0.4039852121
728	0.4038991745
729	0.4038152419
730	0.4037116344
731	0.4036327736
732	0.4035421511
733	0.4034553111
734	0.4033763144
735	0.4032063079
736	0.4031262489
737	0.4030474235
738	0.4029649602
739	0.4028609114
740	0.4027734412
741	0.4026838264
742	0.4025653529
743	0.4024847065
744	0.40238222
745	0.4022489628
746	0.4021681586
747	0.4020295872
748	0.4019443649
749	0.401786196
750	0.4016736204
751	0.4015919768
752	0.4015079948
753	0.4014139003
754	0.4012645882
755	0.4011429556
756	0.4010666167
757	0.4010018601
758	0.4009012678
759	0.4008325333
760	0.4007375595
761	0.4006513275
762	0.4005557578
763	0.4004424135
764	0.4003753791
765	0.4002997684
766	0.4001927987
767	0.4001089609
768	0.3999631754
769	0.3998292349
770	0.3996926751
771	0.3996109615
772	0.3994806383
773	0.399339123
774	0.3992340214
775	0.3991521115
776	0.3990742361
777	0.398995217
778	0.398895739
779	0.3987828859
780	0.398707575
781	0.3986322692
782	0.3985641445
783	0.3984771283
784	0.3984111567
785	0.3983544818
786	0.3982497917
787	0.3981797404
788	0.3980653915
789	0.3979321202
790	0.3978400383
791	0.3977546047
792	0.3976531194
793	0.3975589933
794	0.397490075
795	0.397394553
796	0.3973224095
797	0.3972194363
798	0.3971094802
799	0.3970218009
800	0.3969315297
801	0.3968575446
802	0.3967707799
803	0.3966495214
804	0.3965749215
805	0.3964734195
806	0.3963891847
807	0.3963156109
808	0.396255096
809	0.3961208902
810	0.396053553
811	0.3959738613
812	0.3958566282
813	0.3957700554
814	0.3956613217
815	0.3955610824
816	0.3954684376
817	0.3953526118
818	0.3952392924
819	0.39514477
820	0.3950466951
821	0.3949244924
822	0.3948226968
823	0.3947380637
824	0.3946652742
825	0.3945655286
826	0.3944893005
827	0.3943962905
828	0.3943098983
829	0.3942059645
830	0.39405687
831	0.3939760643
832	0.3938934262
833	0.3938092137
834	0.3936809859
835	0.3935673553
836	0.3934617529
837	0.3933595822
838	0.3932615221
839	0.3931253724
840	0.3930166625
841	0.3929096907
842	0.3927918331
843	0.3926621855
844	0.3925848913
845	0.3925003726
846	0.3924031266
847	0.3922870428
848	0.3921578693
849	0.3920914974
850	0.3920395685
851	0.391895844
852	0.391796513
853	0.3917207706
854	0.3916339759
855	0.3915617708
856	0.3914739158
857	0.3913908169
858	0.3913181313
859	0.3912266395
860	0.3911411807
861	0.3910826171
862	0.3909621318
863	0.3908852665
864	0.390764923
865	0.3906421887
866	0.3905413283
867	0.3904445131
868	0.3903446504
869	0.3902796456
870	0.3901870424
871	0.3900995797
872	0.3900413262
873	0.389976396
874	0.3898965996
875	0.389804019
876	0.3896861249
877	0.3896009015
878	0.3894657956
879	0.389377855
880	0.3892837106
881	0.3891917223
882	0.3890746695
883	0.388951525
884	0.3888728503
885	0.3887890517
886	0.3887148101
887	0.3886317176
888	0.3885532207
889	0.3884700677
890	0.3883890704
891	0.3883088072
892	0.3882390006
893	0.3881443075
894	0.3880753558
895	0.3880020592
896	0.3879551255
897	0.3878254361
898	0.3877248994
899	0.3876303997
900	0.3875500003
901	0.3873958029
902	0.3873264584
903	0.3872598694
904	0.3871549782
905	0.3870773322
906	0.3869866353
907	0.3868739148
908	0.3868023604
909	0.3867326459
910	0.3866167801
911	0.3865384268
912	0.3864122529
913	0.3863008014
914	0.3862177359
915	0.3861208301
916	0.3860073706
917	0.3859242473
918	0.3858337327
919	0.3857392629
920	0.3856607353
921	0.3855906991
922	0.3855139124
923	0.3854296467
924	0.3853258112
925	0.3852460096
926	0.3851212494
927	0.3850401819
928	0.3849225868
929	0.3848582875
930	0.3847909613
931	0.3846971566
932	0.3846316575
933	0.3845621301
934	0.3844323773
935	0.3843411369
936	0.3842770381
937	0.3841983189
938	0.3841287749
939	0.3840852228
940	0.3839505189
941	0.3838758758
942	0.3837958554
943	0.3837084274
944	0.383640125
945	0.3835668001
946	0.3834888988
947	0.3833929069
948	0.3832787866
949	0.383167454
950	0.3830761856
951	0.3829743149
952	0.3829180577
953	0.3828339857
954	0.3827468493
955	0.3826780782
956	0.382607434
957	0.3825209956
958	0.3824533202
959	0.3823918235
960	0.3823212813
961	0.3822514392
962	0.3821535491
963	0.382076898
964	0.3819982283
965	0.3819324755
966	0.3818283534
967	0.3817521923
968	0.3816794709
969	0.381609741
970	0.3815285414
971	0.3814327644
972	0.3813678324
973	0.3812761211
974	0.3812088599
975	0.3811302476
976	0.3810529413
977	0.380986196
978	0.3809108304
979	0.3808221315
980	0.3807003754
981	0.3806081383
982	0.3805320299
983	0.3804351739
984	0.3803434716
985	0.3802633938
986	0.3801949178
987	0.3801181584
988	0.3799902088
989	0.379900976
990	0.3797889251
991	0.3797056513
992	0.3796254963
993	0.3795400011
994	0.3794589276
995	0.3793584289
996	0.3792819258
997	0.3792048181
998	0.3790999243
999	0.3790297475
1000	0.3789414745
1001	0.3788485216
1002	0.3787578652
1003	0.3786808972
1004	0.3786042061
1005	0.3785279735
1006	0.3784727625
1007	0.378382991
1008	0.3783029051
1009	0.3782450321
1010	0.3781598909
1011	0.3780912822
1012	0.3780336241
1013	0.3779585089
1014	0.3778776502
1015	0.3777860562
1016	0.377735513
1017	0.3776478585
1018	0.3775510084
1019	0.3774829199
1020	0.3773671404
1021	0.3772856171
1022	0.3772051523
1023	0.3771332612
1024	0.3770869048
1025	0.3770159845
1026	0.3769465824
1027	0.3768657532
1028	0.3767689263
1029	0.376699518
1030	0.3766135578
1031	0.3765371271
1032	0.3764593416
1033	0.3763747201
1034	0.3762710507
1035	0.3762012864
1036	0.3761377068
1037	0.3760743013
1038	0.375954189
1039	0.3758680071
1040	0.3758039072
1041	0.3757025651
1042	0.3756178172
1043	0.3755476687
1044	0.3754992828
1045	0.3754136535
1046	0.3753405241
1047	0.3752780542
1048	0.37519893
1049	0.3750993513
1050	0.3750240802
1051	0.3749350943
1052	0.3748702054
1053	0.3747931666
1054	0.3746970871
1055	0.3746434393
1056	0.3745656102
1057	0.3744638359
1058	0.3743701189
1059	0.3742873854
1060	0.3741932748
1061	0.3741418723
1062	0.374071438
1063	0.373948289
1064	0.3738745273
1065	0.3738156815
1066	0.3737222334
1067	0.3736802798
1068	0.3736117145
1069	0.3735410944
1070	0.3734576026
1071	0.3733743792
1072	0.3733090777
1073	0.3732215811
1074	0.3731728116
1075	0.3731044218
1076	0.3730335625
1077	0.3729554706
1078	0.3728760182
1079	0.3727808259
1080	0.3727090269
1081	0.3726369455
1082	0.3725625844
1083	0.372498419
1084	0.3724271581
1085	0.3723529072
1086	0.3722606217
1087	0.3721802696
1088	0.3721092463
1089	0.372035523
1090	0.3719670577
1091	0.3719076607
1092	0.3718531868
1093	0.3717278938
1094	0.3716313488
1095	0.3715485902
1096	0.371445226
1097	0.3713934069
1098	0.371310007
1099	0.3712227747
1100	0.3711170845
1101	0.3710582234
1102	0.3709670342
1103	0.370882884
1104	0.3708018509
1105	0.3707181527
1106	0.3706711418
1107	0.3706158314
1108	0.3705700953
1109	0.37048906
1110	0.3704276156
1111	0.3703789622
1112	0.3702968346
1113	0.3702174534
1114	0.3701274436
1115	0.3700277036
1116	0.3699737608
1117	0.3698244371
1118	0.3697568708
1119	0.3696352945
1120	0.3695558002
1121	0.3694874371
1122	0.3693637862
1123	0.3692649087
1124	0.3691881374
1125	0.3690942975
1126	0.3690027669
1127	0.3689351247
1128	0.3688523162
1129	0.368784362
1130	0.3687222492
1131	0.3686274058
1132	0.3685819134
1133	0.3685291121
1134	0.3684769793
1135	0.3683730961
1136	0.3683074691
1137	0.3682246986
1138	0.3681583827
1139	0.3680829744
1140	0.3680140975
1141	0.3679515653
1142	0.367883714
1143	0.3677988673
1144	0.3677381368
1145	0.3676625778
1146	0.3675842859
1147	0.3674835169
1148	0.3674014674
1149	0.3673401501
1150	0.3672535187
1151	0.3671668255
1152	0.3671020081
1153	0.3670285806
1154	0.3669724878
1155	0.3668996488
1156	0.366842245
1157	0.3667455264
1158	0.366670737
1159	0.3666182449
1160	0.3665698261
1161	0.3664937663
1162	0.3663888245
1163	0.3663393528
1164	0.3662859744
1165	0.3662186989
1166	0.3661475432
1167	0.366078232
1168	0.3659788825
1169	0.3658986014
1170	0.3658138237
1171	0.3657419457
1172	0.3656640424
1173	0.3655869443
1174	0.3654860832
1175	0.3654153555
1176	0.3653139625
1177	0.3652093272
1178	0.3651163361
1179	0.365055433
1180	0.3649803287
1181	0.3648895277
1182	0.3648447167
1183	0.3647900155
1184	0.3647238384
1185	0.3646499544
1186	0.3645893755
1187	0.3645254395
1188	0.3644433599
1189	0.3643580011
1190	0.3642659186
1191	0.3641959464
1192	0.3640800424
1193	0.3640104554
1194	0.3639394855
1195	0.3638557407
1196	0.3637838236
1197	0.3636899642
1198	0.3636311414
1199	0.3635672079
1200	0.3634794523
1201	0.3633946006
1202	0.3633222968
1203	0.3632450476
1204	0.3631706555
1205	0.3631207015
1206	0.3630372605
1207	0.3629531616
1208	0.3629008679
1209	0.3628468603
1210	0.3627777177
1211	0.3626945257
1212	0.3626275918
1213	0.3625548969
1214	0.3624829454
1215	0.3623971955
1216	0.3623040177
1217	0.3622301728
1218	0.3621601489
1219	0.3620890529
1220	0.3620440489
1221	0.3619895666
1222	0.3619252496
1223	0.361842773
1224	0.3617793405
1225	0.3617050922
1226	0.361651256
1227	0.3615517985
1228	0.3614860763
1229	0.3614055639
1230	0.3613217103
1231	0.3612269892
1232	0.3611660754
1233	0.3610888
1234	0.3610044217
1235	0.3609525149
1236	0.3608896478
1237	0.3607960779
1238	0.3607463513
1239	0.3607066882
1240	0.3606114771
1241	0.3605674827
1242	0.360494713
1243	0.3603741835
1244	0.3602906395
1245	0.360185246
1246	0.3601205613
1247	0.3600383982
1248	0.359940889
1249	0.3598896951
1250	0.3598131013
1251	0.359742254
1252	0.3596925229
1253	0.3596249679
1254	0.3595694008
1255	0.3594960488
1256	0.3594357226
1257	0.3593503273
1258	0.3592842499
1259	0.3592332757
1260	0.3591484325
1261	0.3590886156
1262	0.3590028621
1263	0.3589170304
1264	0.358852568
1265	0.3588047992
1266	0.3587091296
1267	0.3586356709
1268	0.358548362
1269	0.3584648048
1270	0.3584085597
1271	0.3583331112
1272	0.3582484727
1273	0.3581925605
1274	0.3581156353
1275	0.358049102
1276	0.3579554062
1277	0.3578801429
1278	0.3578062581
1279	0.3577263671
1280	0.3576453445
1281	0.3575725654
1282	0.357508607
1283	0.3574401307
1284	0.3573883963
1285	0.3573244153
1286	0.3572488161
1287	0.3571858107
1288	0.3571136539
1289	0.3570248223
1290	0.3569195419
1291	0.3568481727
1292	0.3567843897
1293	0.3567285751
1294	0.3566558902
1295	0.3565951315
1296	0.3565222858
1297	0.3564490836
1298	0.3563880634
1299	0.3563160938
1300	0.3562034659
1301	0.3561356889
1302	0.3560801495
1303	0.3560300139
1304	0.3559451976
1305	0.3558851197
1306	0.3558074671
1307	0.355758533
1308	0.3557195908
1309	0.355623651
1310	0.3555548745
1311	0.3554884955
1312	0.3554385285
1313	0.3553684338
1314	0.3552742513
1315	0.3552220189
1316	0.3551537337
1317	0.3550717516
1318	0.3549992445
1319	0.354889205
1320	0.3547991588
1321	0.3547391252
1322	0.354650815
1323	0.354604038
1324	0.3545464329
1325	0.3544737309
1326	0.3543921073
1327	0.3543243367
1328	0.35425797
1329	0.3541418733
1330	0.3540647948
1331	0.3540009434
1332	0.353936853
1333	0.3538655462
1334	0.3537926964
1335	0.3537072498
1336	0.3536335984
1337	0.3535818444
1338	0.3535226544
1339	0.3534364634
1340	0.3533716925
1341	0.353317924
1342	0.3532272162
1343	0.3531337586
1344	0.3530517025
1345	0.353000379
1346	0.3529278774
1347	0.3528474488
1348	0.3527601454
1349	0.3526931351
1350	0.3526109777
1351	0.3525471418
1352	0.3524689462
1353	0.352417122
1354	0.3523411677
1355	0.352298524
1356	0.3522655559
1357	0.3521832151
1358	0.3521071884
1359	0.3519984514
1360	0.3519215637
1361	0.3518603664
1362	0.3517948223
1363	0.3516554376
1364	0.3515916097
1365	0.3515348643
1366	0.3514473634
1367	0.3514102539
1368	0.3513266194
1369	0.3512632919
1370	0.3511949936
1371	0.351119092
1372	0.351021271
1373	0.3509588193
1374	0.3508547779
1375	0.350800783
1376	0.3507450757
1377	0.3506864943
1378	0.3506312241
1379	0.3505883484
1380	0.3505309035
1381	0.3504576225
1382	0.3504106898
1383	0.3503662593
1384	0.3502718463
1385	0.350214885
1386	0.3501384241
1387	0.3500729648
1388	0.350024353
1389	0.3499362975
1390	0.3498807005
1391	0.3497844822
1392	0.3497077599
1393	0.3496150299
1394	0.3495255647
1395	0.3494560524
1396	0.3493672752
1397	0.349304535
1398	0.3492375243
1399	0.3491707064
1400	0.349107895
1401	0.3490441764
1402	0.3489851505
1403	0.348928122
1404	0.3488611559
1405	0.3487845441
1406	0.348708781
1407	0.3486265271
1408	0.3485553402
1409	0.3484662759
1410	0.3483924509
1411	0.3483120626
1412	0.3482669055
1413	0.3482075006
1414	0.3481496328
1415	0.3480903117
1416	0.348007842
1417	0.3479399046
1418	0.3478695615
1419	0.347785804
1420	0.3477058781
1421	0.3476266615
1422	0.3475416878
1423	0.3474659254
1424	0.3474033961
1425	0.347352874
1426	0.3472966912
1427	0.3472582144
1428	0.3471961904
1429	0.3471427897
1430	0.3470637346
1431	0.3469910723
1432	0.3469377258
1433	0.346878341
1434	0.3468163435
1435	0.3467454942
1436	0.346642782
1437	0.3465825771
1438	0.3465354457
1439	0.3464913618
1440	0.3464192825
1441	0.3463335578
1442	0.3462524574
1443	0.3461818367
1444	0.3461051456
1445	0.3460468772
1446	0.3459830273
1447	0.3459415831
1448	0.3458787548
1449	0.3458405374
1450	0.34578275
1451	0.3457277431
1452	0.345682816
1453	0.3456291497
1454	0.3455625569
1455	0.3454970222
1456	0.3454331292
1457	0.3453740414
1458	0.345310215
1459	0.3452351481
1460	0.3451392183
1461	0.3450755764
1462	0.345029417
1463	0.3449525373
1464	0.3448543388
1465	0.3447984249
1466	0.3447414934
1467	0.3446745252
1468	0.3446249049
1469	0.3445618583
1470	0.3444794029
1471	0.3444023815
1472	0.3443414557
1473	0.3442754284
1474	0.3442216835
1475	0.3441518516
1476	0.3440932597
1477	0.3440382775
1478	0.3439720417
1479	0.3439236997
1480	0.3438632475
1481	0.3437978981
1482	0.3437409197
1483	0.343670741
1484	0.3435785038
1485	0.3435213817
1486	0.343443181
1487	0.3433757338
1488	0.3433063454
1489	0.3432117761
1490	0.3431218241
1491	0.3430381871
1492	0.3429545109
1493	0.3429012596
1494	0.3428198642
1495	0.3427478686
1496	0.3426661475
1497	0.3426079531
1498	0.3425283736
1499	0.3424773221
1500	0.3424179057
1501	0.3423505463
1502	0.3422992775
1503	0.3422240643
1504	0.3421401968
1505	0.3420460671
1506	0.34196775
1507	0.3419190225
1508	0.3418580519
1509	0.3418145099
1510	0.3417463974
1511	0.3416990158
1512	0.3416317757
