iter	Passed	Remaining
2380	566472	2288490
2381	566680	2288133
2382	566935	2287964
2383	567150	2287635
2384	567335	2287183
2385	567560	2286891
2386	567751	2286467
2387	567945	2286051
2388	568134	2285616
2389	568351	2285294
2390	568569	2284977
2391	568871	2284996
2392	569094	2284700
2393	569323	2284426
2394	569560	2284187
2395	569799	2283952
2396	570003	2283580
2397	570268	2283451
2398	570520	2283272
2399	570722	2282888
2400	570916	2282477
2401	571118	2282096
2402	571303	2281649
2403	571516	2281311
2404	571713	2280912
2405	571925	2280571
2406	572133	2280214
2407	572339	2279851
2408	572552	2279512
2409	572767	2279187
2410	573013	2278982
2411	573241	2278707
2412	573483	2278483
2413	573744	2278339
2414	573957	2278003
2415	574183	2277721
2416	574388	2277354
2417	574637	2277159
2418	574850	2276827
2419	575067	2276506
2420	575306	2276274
2421	575528	2275975
2422	575756	2275700
2423	576012	2275533
2424	576244	2275272
2425	576510	2275148
2426	576790	2275078
2427	577074	2275022
2428	577386	2275079
2429	577645	2274924
2430	577910	2274793
2431	578175	2274665
2432	578491	2274735
2433	578745	2274560
2434	579008	2274420
2435	579246	2274184
2436	579477	2273920
2437	579721	2273708
2438	579977	2273539
2439	580226	2273347
2440	580552	2273455
2441	580984	2273977
2442	581301	2274045
2443	581598	2274039
2444	581870	2273934
2445	582162	2273908
2446	582453	2273877
2447	582724	2273767
2448	582995	2273656
2449	583308	2273711
2450	583584	2273620
2451	583830	2273414
2452	584076	2273209
2453	584457	2273526
2454	584745	2273482
2455	584964	2273168
2456	585194	2272900
2457	585399	2272530
2458	585620	2272225
2459	585945	2272326
2460	586240	2272308
2461	586539	2272305
2462	586872	2272432
2463	587180	2272464
2464	587487	2272493
2465	587783	2272476
2466	588069	2272423
2467	588398	2272534
2468	588700	2272540
2469	589014	2272595
2470	589333	2272666
2471	589625	2272633
2472	589923	2272623
2473	590246	2272710
2474	590641	2273075
2475	590995	2273278
2476	591468	2273940
2477	591777	2273971
2478	592012	2273721
2479	592278	2273584
2480	592588	2273619
2481	592872	2273554
2482	593134	2273403
2483	593402	2273275
2484	593714	2273315
2485	594044	2273428
2486	594295	2273232
2487	594530	2272979
2488	594730	2272593
2489	594952	2272287
2490	595165	2271951
2491	595380	2271619
2492	595612	2271353
2493	595831	2271038
2494	596046	2270710
2495	596250	2270338
2496	596488	2270095
2497	596719	2269825
2498	597063	2269986
2499	597436	2270256
2500	597864	2270739
2501	598153	2270688
2502	598437	2270620
2503	598801	2270854
2504	599060	2270691
2505	599360	2270680
2506	599719	2270897
2507	600120	2271269
2508	600520	2271638
2509	600809	2271586
2510	601200	2271920
2511	601591	2272253
2512	601929	2272384
2513	602302	2272651
2514	602651	2272823
2515	602973	2272894
2516	603298	2272974
2517	603617	2273033
2518	603958	2273174
2519	604261	2273175
2520	604592	2273276
2521	604933	2273419
2522	605305	2273674
2523	605687	2273967
2524	606002	2274008
2525	606269	2273870
2526	606488	2273550
2527	606710	2273244
2528	606916	2272878
2529	607183	2272736
2530	607421	2272492
2531	607631	2272140
2532	607828	2271736
2533	608036	2271377
2534	608288	2271183
2535	608567	2271087
2536	608903	2271208
2537	609234	2271308
2538	609553	2271360
2539	609821	2271225
2540	610117	2271192
2541	610335	2270868
2542	610545	2270520
2543	610857	2270547
2544	611130	2270428
2545	611437	2270436
2546	611748	2270460
2547	611962	2270120
2548	612181	2269802
2549	612412	2269528
2550	612647	2269267
2551	612864	2268944
2552	613083	2268624
2553	613325	2268391
2554	613519	2267980
2555	613731	2267635
2556	613939	2267279
2557	614135	2266876
2558	614329	2266466
2559	614534	2266097
2560	614724	2265672
2561	614954	2265393
2562	615182	2265111
2563	615405	2264806
2564	615617	2264464
2565	615828	2264118
2566	616035	2263757
2567	616264	2263476
2568	616460	2263075
2569	616678	2262752
2570	616893	2262424
2571	617114	2262111
2572	617316	2261736
2573	617531	2261404
2574	617729	2261008
2575	617932	2260634
2576	618129	2260237
2577	618356	2259951
2578	618572	2259623
2579	618813	2259388
2580	619047	2259126
2581	619262	2258798
2582	619490	2258515
2583	619714	2258217
2584	619905	2257797
2585	620096	2257379
2586	620294	2256989
2587	620507	2256653
2588	620696	2256226
2589	620917	2255920
2590	621154	2255669
2591	621410	2255488
2592	621622	2255148
2593	621884	2254992
2594	622076	2254578
2595	622412	2254685
2596	622701	2254625
2597	623018	2254665
2598	623268	2254462
2599	623498	2254188
2600	623704	2253825
2601	623933	2253547
2602	624193	2253379
2603	624457	2253225
2604	624716	2253055
2605	625011	2253014
2606	625272	2252851
2607	625515	2252624
2608	625737	2252318
2609	625978	2252082
2610	626193	2251752
2611	626414	2251448
2612	626713	2251419
2613	627056	2251551
2614	627358	2251532
2615	627701	2251662
2616	628031	2251747
2617	628354	2251803
2618	628690	2251905
2619	628963	2251786
2620	629262	2251755
2621	629606	2251888
2622	629945	2252000
2623	630247	2251982
2624	630534	2251909
2625	630834	2251880
2626	631101	2251738
2627	631397	2251696
2628	631682	2251617
2629	631999	2251646
2630	632380	2251908
2631	632682	2251889
2632	633057	2252125
2633	633408	2252279
2634	633727	2252316
2635	634102	2252556
2636	634414	2252568
2637	634726	2252581
2638	635065	2252689
2639	635394	2252762
2640	635713	2252800
2641	636040	2252864
2642	636395	2253028
2643	636716	2253071
2644	636993	2252957
2645	637235	2252720
2646	637466	2252446
2647	637722	2252257
2648	637956	2251995
2649	638170	2251658
2650	638371	2251275
2651	638575	2250905
2652	638803	2250622
2653	639031	2250335
2654	639241	2249984
2655	639480	2249738
2656	639712	2249466
2657	639999	2249390
2658	640334	2249477
2659	640692	2249650
2660	641005	2249660
2661	641297	2249600
2662	641634	2249696
2663	641945	2249702
2664	642223	2249589
2665	642491	2249443
2666	642781	2249374
2667	643004	2249069
2668	643244	2248824
2669	643471	2248536
2670	643708	2248280
2671	643933	2247982
2672	644150	2247658
2673	644429	2247549
2674	644676	2247329
2675	644956	2247224
2676	645288	2247299
2677	645649	2247477
2678	645893	2247245
2679	646142	2247033
2680	646376	2246768
2681	646602	2246473
2682	646839	2246217
2683	647073	2245953
2684	647339	2245797
2685	647595	2245609
2686	647825	2245327
2687	648070	2245100
2688	648301	2244825
2689	648556	2244633
2690	648781	2244335
2691	649032	2244128
2692	649317	2244037
2693	649559	2243800
2694	649815	2243610
2695	650048	2243344
2696	650344	2243291
2697	650611	2243138
2698	650891	2243032
2699	651226	2243114
2700	651546	2243145
2701	651802	2242953
2702	652055	2242753
2703	652303	2242533
2704	652494	2242120
2705	652744	2241909
2706	653003	2241728
2707	653234	2241453
2708	653487	2241251
2709	653785	2241204
2710	654063	2241089
2711	654313	2240879
2712	654551	2240626
2713	654814	2240459
2714	655041	2240169
2715	655269	2239883
2716	655541	2239746
2717	655924	2239990
2718	656214	2239913
2719	656528	2239919
2720	656859	2239986
2721	657166	2239965
2722	657487	2239997
2723	657792	2239971
2724	658068	2239847
2725	658285	2239523
2726	658527	2239284
2727	658767	2239035
2728	659004	2238779
2729	659257	2238578
2730	659500	2238342
2731	659734	2238073
2732	659957	2237770
2733	660325	2237959
2734	660660	2238032
2735	660936	2237906
2736	661204	2237756
2737	661492	2237670
2738	661822	2237728
2739	662074	2237522
2740	662308	2237254
2741	662553	2237022
2742	662808	2236826
2743	663036	2236540
2744	663272	2236279
2745	663514	2236039
2746	663737	2235735
2747	663976	2235484
2748	664196	2235168
2749	664429	2234900
2750	664671	2234657
2751	664895	2234359
2752	665194	2234308
2753	665393	2233923
2754	665669	2233798
2755	665926	2233607
2756	666172	2233382
2757	666473	2233338
2758	666820	2233450
2759	667103	2233347
2760	667354	2233136
2761	667686	2233194
2762	668011	2233233
2763	668247	2232972
2764	668558	2232960
2765	668848	2232881
2766	669159	2232871
2767	669480	2232891
2768	669732	2232683
2769	669962	2232403
2770	670278	2232407
2771	670619	2232495
2772	670964	2232594
2773	671295	2232648
2774	671586	2232569
2775	671889	2232530
2776	672164	2232398
2777	672470	2232371
2778	672770	2232318
2779	673063	2232247
2780	673379	2232248
2781	673641	2232074
2782	673921	2231956
2783	674267	2232058
2784	674608	2232144
2785	674837	2231857
2786	675074	2231596
2787	675311	2231336
2788	675558	2231109
2789	675816	2230922
2790	676040	2230618
2791	676308	2230460
2792	676548	2230210
2793	676804	2230014
2794	677071	2229855
2795	677307	2229591
2796	677552	2229357
2797	677784	2229083
2798	678040	2228884
2799	678336	2228818
2800	678560	2228517
2801	678762	2228144
2802	678983	2227830
2803	679209	2227535
2804	679464	2227334
2805	679690	2227041
2806	679926	2226776
2807	680141	2226447
2808	680428	2226351
2809	680688	2226166
2810	680988	2226114
2811	681388	2226386
2812	681655	2226223
2813	681903	2226001
2814	682135	2225724
2815	682394	2225536
2816	682623	2225252
2817	682860	2224991
2818	683107	2224765
2819	683350	2224522
2820	683589	2224272
2821	683825	2224009
2822	684139	2224000
2823	684379	2223748
2824	684623	2223512
2825	684950	2223543
2826	685265	2223537
2827	685569	2223496
2828	685829	2223307
2829	686092	2223134
2830	686361	2222978
2831	686666	2222938
2832	687013	2223032
2833	687454	2223433
2834	687771	2223429
2835	688082	2223409
2836	688375	2223327
2837	688639	2223156
2838	688942	2223108
2839	689254	2223087
2840	689546	2223003
2841	689808	2222824
2842	690115	2222787
2843	690416	2222733
2844	690710	2222656
2845	690964	2222448
2846	691220	2222248
2847	691472	2222035
2848	691689	2221708
2849	691947	2221514
2850	692199	2221300
2851	692451	2221088
2852	692704	2220879
2853	692942	2220621
2854	693211	2220462
2855	693453	2220216
2856	693693	2219965
2857	693928	2219696
2858	694179	2219481
2859	694435	2219281
2860	694702	2219112
2861	694954	2218901
2862	695233	2218774
2863	695497	2218598
2864	695715	2218277
2865	695976	2218091
2866	696196	2217775
2867	696451	2217571
2868	696728	2217438
2869	696994	2217269
2870	697234	2217016
2871	697487	2216807
2872	697746	2216613
2873	697984	2216355
2874	698272	2216257
2875	698524	2216041
2876	698773	2215817
2877	699012	2215563
2878	699268	2215362
2879	699515	2215132
2880	699764	2214908
2881	699999	2214641
2882	700274	2214499
2883	700533	2214307
2884	700769	2214044
2885	701013	2213803
2886	701248	2213534
2887	701510	2213353
2888	701753	2213111
2889	701991	2212853
2890	702231	2212600
2891	702500	2212438
2892	702734	2212167
2893	703001	2212002
2894	703340	2212061
2895	703645	2212013
2896	703938	2211925
2897	704239	2211865
2898	704523	2211751
2899	704792	2211589
2900	705060	2211426
2901	705300	2211171
2902	705521	2210862
2903	705743	2210553
2904	705993	2210331
2905	706247	2210120
2906	706468	2209810
2907	706704	2209545
2908	706946	2209300
2909	707231	2209187
2910	707474	2208945
2911	707730	2208740
2912	707984	2208533
2913	708234	2208312
2914	708481	2208081
2915	708717	2207814
2916	708952	2207548
2917	709221	2207385
2918	709445	2207081
2919	709702	2206882
2920	709931	2206597
2921	710179	2206369
2922	710425	2206135
2923	710624	2205754
2924	710884	2205563
2925	711125	2205315
2926	711377	2205099
2927	711627	2204878
2928	711906	2204746
2929	712123	2204421
2930	712400	2204285
2931	712627	2203993
2932	712870	2203750
2933	713126	2203545
2934	713381	2203340
2935	713643	2203155
2936	713871	2202865
2937	714087	2202539
2938	714308	2202229
2939	714532	2201925
2940	714799	2201758
2941	715076	2201617
2942	715298	2201312
2943	715532	2201040
2944	715754	2200731
2945	715981	2200440
2946	716235	2200230
2947	716453	2199912
2948	716691	2199651
2949	716947	2199448
2950	717214	2199279
2951	717460	2199046
2952	717697	2198782
2953	717953	2198580
2954	718206	2198367
2955	718433	2198077
2956	718711	2197941
2957	719013	2197876
2958	719312	2197805
2959	719659	2197878
2960	719954	2197793
2961	720247	2197702
2962	720529	2197577
2963	720801	2197422
2964	721055	2197212
2965	721306	2196994
2966	721574	2196826
2967	721824	2196603
2968	722093	2196437
2969	722360	2196267
2970	722592	2195991
2971	722842	2195767
2972	723095	2195555
2973	723343	2195324
2974	723641	2195247
2975	723871	2194964
2976	724118	2194732
2977	724358	2194481
2978	724623	2194303
2979	724861	2194043
2980	725105	2193802
2981	725366	2193613
2982	725605	2193358
2983	725826	2193047
2984	726049	2192743
2985	726275	2192447
2986	726520	2192209
2987	726751	2191928
2988	726999	2191699
2989	727242	2191457
2990	727487	2191219
2991	727721	2190947
2992	727998	2190806
2993	728232	2190535
2994	728513	2190406
2995	728772	2190209
2996	729018	2189973
2997	729253	2189705
2998	729527	2189554
2999	729809	2189428
3000	730045	2189163
3001	730278	2188889
3002	730562	2188767
3003	730810	2188537
3004	731056	2188304
3005	731302	2188069
3006	731572	2187906
3007	731790	2187586
3008	732031	2187336
3009	732303	2187178
3010	732531	2186888
3011	732790	2186692
3012	733019	2186407
3013	733254	2186139
3014	733508	2185928
3015	733736	2185640
3016	733972	2185375
3017	734241	2185208
3018	734501	2185012
3019	734786	2184894
3020	735096	2184849
3021	735442	2184912
3022	735731	2184804
3023	736042	2184762
3024	736315	2184604
3025	736573	2184404
3026	736813	2184152
3027	737047	2183880
3028	737286	2183623
3029	737545	2183427
3030	737805	2183231
3031	738049	2182990
3032	738274	2182692
3033	738548	2182540
3034	738787	2182284
3035	739043	2182076
3036	739318	2181927
3037	739550	2181648
3038	739806	2181441
3039	740059	2181227
3040	740296	2180965
3041	740548	2180748
3042	740806	2180547
3043	741069	2180360
3044	741345	2180213
3045	741587	2179963
3046	741848	2179774
3047	742084	2179506
3048	742294	2179166
3049	742572	2179025
3050	742805	2178751
3051	743050	2178511
3052	743299	2178283
3053	743557	2178082
3054	743815	2177880
3055	744041	2177586
3056	744278	2177324
3057	744524	2177088
3058	744756	2176813
3059	745011	2176600
3060	745284	2176444
3061	745532	2176216
3062	745769	2175952
3063	746024	2175741
3064	746251	2175451
3065	746458	2175102
3066	746721	2174915
3067	746957	2174650
3068	747201	2174408
3069	747457	2174201
3070	747704	2173967
3071	747940	2173702
3072	748183	2173458
3073	748415	2173181
3074	748645	2172898
3075	748885	2172644
3076	749103	2172327
3077	749354	2172106
3078	749626	2171943
3079	749869	2171700
3080	750142	2171542
3081	750455	2171500
3082	750790	2171521
3083	751083	2171421
3084	751410	2171417
3085	751733	2171402
3086	752029	2171312
3087	752306	2171163
3088	752565	2170965
3089	752798	2170691
3090	753033	2170422
3091	753289	2170215
3092	753553	2170030
3093	753785	2169751
3094	754031	2169514
3095	754271	2169261
3096	754505	2168989
3097	754714	2168645
3098	754963	2168419
3099	755234	2168252
3100	755475	2168002
3101	755734	2167804
3102	755985	2167579
3103	756235	2167355
3104	756476	2167105
3105	756707	2166824
3106	756922	2166498
3107	757176	2166285
3108	757419	2166039
3109	757675	2165831
3110	757924	2165603
3111	758160	2165337
3112	758384	2165037
3113	758614	2164754
3114	758842	2164467
3115	759105	2164280
3116	759326	2163972
3117	759585	2163771
3118	759819	2163501
3119	760067	2163269
3120	760295	2162980
3121	760554	2162780
3122	760810	2162572
3123	761050	2162319
3124	761280	2162037
3125	761514	2161765
3126	761761	2161531
3127	762003	2161283
3128	762217	2160955
3129	762461	2160714
3130	762703	2160465
3131	762969	2160285
3132	763231	2160094
3133	763492	2159899
3134	763738	2159661
3135	763972	2159392
3136	764208	2159125
3137	764453	2158887
3138	764687	2158616
3139	764956	2158443
3140	765177	2158137
3141	765402	2157839
3142	765646	2157597
3143	765905	2157398
3144	766190	2157269
3145	766515	2157255
3146	766845	2157256
3147	767165	2157226
3148	767468	2157148
3149	767739	2156981
3150	768002	2156793
3151	768222	2156483
3152	768501	2156337
3153	768722	2156029
3154	768980	2155827
3155	769216	2155560
3156	769466	2155334
3157	769710	2155092
3158	769948	2154832
3159	770193	2154590
3160	770462	2154419
3161	770681	2154106
3162	770935	2153890
3163	771191	2153682
3164	771440	2153453
3165	771667	2153162
3166	771912	2152920
3167	772175	2152730
3168	772383	2152387
3169	772633	2152162
3170	772913	2152019
3171	773183	2151847
3172	773443	2151651
3173	773679	2151384
3174	773906	2151093
3175	774141	2150827
3176	774393	2150605
3177	774631	2150346
3178	774894	2150155
3179	775125	2149875
3180	775372	2149642
3181	775633	2149445
3182	775883	2149218
3183	776128	2148978
3184	776341	2148651
3185	776592	2148427
3186	776826	2148155
3187	777079	2147938
3188	777309	2147655
3189	777552	2147409
3190	777797	2147169
3191	778036	2146913
3192	778296	2146712
3193	778555	2146511
3194	778763	2146169
3195	778996	2145897
3196	779244	2145665
3197	779488	2145422
3198	779727	2145165
3199	779998	2144995
3200	780269	2144826
3201	780510	2144576
3202	780750	2144322
3203	780997	2144085
3204	781218	2143780
3205	781453	2143511
3206	781721	2143334
3207	782039	2143294
3208	782369	2143286
3209	782684	2143238
3210	782995	2143180
3211	783271	2143021
3212	783556	2142890
3213	783787	2142613
3214	784053	2142428
3215	784293	2142173
3216	784550	2141966
3217	784767	2141650
3218	784999	2141373
3219	785258	2141171
3220	785537	2141021
3221	785780	2140775
3222	786035	2140563
3223	786274	2140305
3224	786547	2140141
3225	786804	2139933
3226	787043	2139674
3227	787286	2139429
3228	787528	2139181
3229	787781	2138962
3230	788033	2138738
3231	788294	2138541
3232	788575	2138397
3233	788827	2138175
3234	789059	2137901
3235	789328	2137723
3236	789561	2137450
3237	789802	2137199
3238	790059	2136989
3239	790298	2136732
3240	790523	2136438
3241	790770	2136201
3242	791004	2135931
3243	791265	2135733
3244	791502	2135471
3245	791766	2135281
3246	792035	2135106
3247	792275	2134851
3248	792492	2134535
3249	792742	2134308
3250	792972	2134024
3251	793215	2133778
3252	793462	2133542
3253	793711	2133314
3254	793944	2133040
3255	794185	2132789
3256	794456	2132616
3257	794706	2132388
3258	794946	2132134
3259	795188	2131885
3260	795471	2131746
3261	795721	2131518
3262	795937	2131199
3263	796174	2130937
3264	796411	2130675
3265	796644	2130400
3266	796911	2130219
3267	797132	2129915
3268	797407	2129754
3269	797736	2129736
3270	798033	2129634
3271	798334	2129542
3272	798675	2129557
3273	798997	2129522
3274	799272	2129359
3275	799507	2129091
3276	799770	2128897
3277	800010	2128643
3278	800270	2128441
3279	800534	2128251
3280	800818	2128112
3281	801055	2127848
3282	801325	2127672
3283	801547	2127371
3284	801806	2127166
3285	802074	2126986
3286	802309	2126717
3287	802546	2126454
3288	802807	2126255
3289	803022	2125936
3290	803279	2125725
3291	803532	2125503
3292	803796	2125311
3293	804035	2125056
3294	804306	2124881
3295	804565	2124678
3296	804816	2124451
3297	805060	2124208
3298	805297	2123943
3299	805524	2123655
3300	805797	2123488
3301	806063	2123300
3302	806277	2122977
3303	806511	2122707
3304	806752	2122455
3305	806989	2122192
3306	807252	2121998
3307	807483	2121718
3308	807752	2121540
3309	808009	2121329
3310	808264	2121114
3311	808487	2120813
3312	808737	2120587
3313	808965	2120300
3314	809232	2120116
3315	809504	2119945
3316	809795	2119824
3317	810043	2119589
3318	810265	2119287
3319	810523	2119078
3320	810758	2118811
3321	811013	2118596
3322	811239	2118303
3323	811493	2118086
3324	811738	2117843
3325	812009	2117670
3326	812229	2117363
3327	812500	2117189
3328	812752	2116965
3329	813024	2116792
3330	813283	2116586
3331	813575	2116467
3332	813852	2116308
3333	814139	2116176
3334	814480	2116182
3335	814784	2116096
3336	815089	2116007
3337	815324	2115740
3338	815588	2115546
3339	815827	2115288
3340	816059	2115014
3341	816343	2114871
3342	816595	2114647
3343	816882	2114512
3344	817192	2114440
3345	817367	2114016
3346	817560	2113638
3347	817766	2113296
3348	818014	2113060
3349	818209	2112690
3350	818426	2112375
3351	818630	2112027
3352	818834	2111678
3353	819042	2111342
3354	819231	2110955
3355	819457	2110664
3356	819656	2110303
3357	819868	2109976
3358	820090	2109676
3359	820336	2109437
3360	820541	2109091
3361	820814	2108923
3362	821203	2109050
3363	821455	2108826
3364	821717	2108627
3365	821998	2108477
3366	822316	2108421
3367	822585	2108242
3368	822829	2107995
3369	823053	2107701
3370	823274	2107398
3371	823517	2107148
3372	823737	2106843
3373	823996	2106636
3374	824283	2106501
3375	824556	2106330
3376	824817	2106129
3377	825083	2105942
3378	825342	2105735
3379	825604	2105535
3380	825831	2105246
3381	826071	2104992
3382	826341	2104813
3383	826621	2104660
3384	826835	2104338
3385	827097	2104140
3386	827364	2103954
3387	827634	2103773
3388	827903	2103593
3389	828148	2103351
3390	828363	2103031
3391	828594	2102754
3392	828862	2102569
3393	829138	2102406
3394	829446	2102322
3395	829742	2102211
3396	830029	2102072
3397	830333	2101980
3398	830665	2101957
3399	830909	2101711
3400	831187	2101551
3401	831421	2101283
3402	831675	2101061
3403	831955	2100906
3404	832179	2100611
3405	832431	2100385
3406	832675	2100140
3407	832909	2099869
3408	833144	2099603
3409	833402	2099392
3410	833664	2099192
3411	833958	2099072
3412	834184	2098782
3413	834418	2098511
3414	834682	2098316
3415	834947	2098123
3416	835176	2097840
3417	835407	2097562
3418	835620	2097238
3419	835867	2097001
3420	836120	2096777
3421	836394	2096607
3422	836645	2096379
3423	836896	2096151
3424	837163	2095963
3425	837446	2095815
3426	837825	2095908
3427	838347	2096357
3428	838664	2096293
3429	838967	2096195
3430	839276	2096111
3431	839579	2096013
3432	839848	2095828
3433	840148	2095722
3434	840410	2095522
3435	840704	2095398
3436	841048	2095402
3437	841343	2095283
3438	841616	2095109
3439	841940	2095060
3440	842280	2095052
3441	842588	2094965
3442	842924	2094948
3443	843237	2094872
3444	843567	2094839
3445	843918	2094858
3446	844208	2094723
3447	844451	2094475
3448	844708	2094259
3449	844973	2094064
3450	845293	2094005
3451	845655	2094050
3452	846020	2094102
3453	846364	2094103
3454	846625	2093898
3455	846873	2093658
3456	847081	2093322
3457	847267	2092932
3458	847471	2092585
3459	847728	2092369
3460	848073	2092373
3461	848321	2092135
3462	848615	2092009
3463	848990	2092084
3464	849293	2091983
3465	849620	2091938
3466	849932	2091858
3467	850273	2091849
3468	850607	2091822
3469	850930	2091767
3470	851231	2091659
3471	851479	2091422
3472	851698	2091113
3473	851910	2090785
3474	852128	2090474
3475	852350	2090170
3476	852560	2089838
3477	852754	2089469
3478	852957	2089120
3479	853162	2088777
3480	853377	2088458
3481	853596	2088148
3482	853791	2087781
3483	853998	2087444
3484	854211	2087118
3485	854409	2086759
3486	854616	2086420
3487	854829	2086096
3488	855064	2085827
3489	855295	2085548
3490	855502	2085211
3491	855730	2084923
3492	855943	2084601
3493	856162	2084291
3494	856375	2083969
3495	856584	2083635
3496	856812	2083351
3497	857028	2083035
3498	857224	2082669
3499	857442	2082360
3500	857638	2081996
3501	857845	2081659
3502	858074	2081376
3503	858257	2080980
3504	858463	2080641
3505	858676	2080319
3506	858862	2079931
3507	859069	2079595
3508	859262	2079224
3509	859505	2078974
3510	859779	2078800
3511	860026	2078561
3512	860321	2078436
3513	860589	2078247
3514	860895	2078149
3515	861172	2077981
3516	861497	2077931
3517	861852	2077950
3518	862191	2077933
3519	862595	2078069
3520	863073	2078387
3521	863522	2078631
3522	863940	2078802
3523	864313	2078865
3524	864708	2078979
3525	865008	2078866
3526	865297	2078726
3527	865547	2078491
3528	865837	2078352
3529	866105	2078162
3530	866366	2077955
3531	866629	2077752
3532	866945	2077676
3533	867194	2077437
3534	867416	2077138
3535	867677	2076928
3536	867928	2076698
3537	868126	2076338
3538	868343	2076025
3539	868609	2075829
3540	868920	2075739
3541	869157	2075475
3542	869357	2075121
3543	869570	2074800
3544	869787	2074487
3545	869990	2074140
3546	870175	2073749
3547	870389	2073429
3548	870600	2073103
3549	870805	2072761
3550	871015	2072432
3551	871212	2072073
3552	871431	2071764
3553	871676	2071518
3554	871900	2071223
3555	872137	2070958
3556	872349	2070634
3557	872541	2070261
3558	872758	2069951
3559	873004	2069706
3560	873238	2069434
3561	873449	2069109
3562	873634	2068720
3563	873858	2068426
3564	874076	2068116
3565	874279	2067771
3566	874505	2067481
3567	874727	2067180
3568	874957	2066901
3569	875174	2066587
3570	875402	2066301
3571	875648	2066059
3572	875871	2065762
3573	876088	2065451
3574	876285	2065091
3575	876516	2064814
3576	876818	2064702
3577	877091	2064524
3578	877380	2064382
3579	877643	2064178
3580	877903	2063967
3581	878235	2063927
3582	878487	2063697
3583	878790	2063588
3584	879120	2063542
3585	879420	2063425
3586	879746	2063369
3587	880102	2063383
3588	880420	2063309
3589	880726	2063205
3590	881046	2063134
3591	881235	2062759
3592	881444	2062427
3593	881671	2062138
3594	881881	2061812
3595	882110	2061528
3596	882303	2061161
3597	882517	2060841
3598	882741	2060547
3599	882956	2060232
3600	883161	2059892
3601	883398	2059627
3602	883618	2059324
3603	883817	2058971
3604	884053	2058704
3605	884251	2058349
3606	884481	2058068
3607	884660	2057669
3608	884856	2057310
3609	885062	2056973
3610	885268	2056636
3611	885487	2056330
3612	885667	2055935
3613	885864	2055578
3614	886064	2055228
3615	886271	2054895
3616	886470	2054543
3617	886681	2054218
3618	886910	2053936
3619	887106	2053579
3620	887333	2053291
3621	887522	2052916
3622	887727	2052579
3623	887949	2052279
3624	888144	2051919
3625	888339	2051560
3626	888590	2051327
3627	888783	2050963
3628	888986	2050622
3629	889203	2050312
3630	889409	2049978
3631	889602	2049613
3632	889814	2049292
3633	890014	2048943
3634	890198	2048558
3635	890401	2048218
3636	890635	2047947
3637	890846	2047625
3638	891047	2047279
3639	891257	2046954
3640	891452	2046595
3641	891652	2046247
3642	891855	2045905
3643	892049	2045544
3644	892292	2045296
3645	892525	2045024
3646	892782	2044807
3647	893034	2044578
3648	893282	2044340
3649	893531	2044106
3650	893752	2043806
3651	893969	2043498
3652	894167	2043147
3653	894372	2042812
3654	894584	2042492
3655	894802	2042187
3656	895066	2041986
3657	895313	2041745
3658	895534	2041447
3659	895739	2041111
3660	895963	2040819
3661	896173	2040494
3662	896408	2040228
3663	896650	2039976
3664	896847	2039623
3665	897047	2039277
3666	897259	2038959
3667	897460	2038614
3668	897663	2038276
3669	897902	2038017
3670	898148	2037777
3671	898411	2037574
3672	898647	2037309
3673	898855	2036981
3674	899111	2036761
3675	899329	2036457
3676	899511	2036070
3677	899791	2035907
3678	900049	2035691
3679	900272	2035397
3680	900490	2035093
3681	900723	2034822
3682	900990	2034629
3683	901355	2034655
3684	901638	2034498
3685	901908	2034310
3686	902098	2033942
3687	902323	2033654
3688	902529	2033320
3689	902727	2032972
3690	902932	2032637
3691	903142	2032315
3692	903360	2032010
3693	903585	2031721
3694	903819	2031453
3695	904056	2031192
3696	904271	2030880
3697	904478	2030551
3698	904687	2030226
3699	904900	2029912
3700	905088	2029540
3701	905319	2029265
3702	905535	2028956
3703	905715	2028566
3704	905916	2028225
3705	906117	2027885
3706	906330	2027568
3707	906576	2027328
3708	906837	2027119
3709	907038	2026778
3710	907292	2026554
3711	907521	2026276
3712	907717	2025924
3713	907971	2025700
3714	908293	2025629
3715	908620	2025568
3716	908933	2025475
3717	909286	2025473
3718	909592	2025366
3719	909900	2025262
3720	910185	2025108
3721	910460	2024930
3722	910727	2024735
3723	910945	2024431
3724	911173	2024149
3725	911387	2023837
3726	911575	2023467
3727	911783	2023141
3728	911983	2022798
3729	912172	2022429
3730	912385	2022116
3731	912579	2021760
3732	912779	2021416
3733	912982	2021080
3734	913188	2020750
3735	913390	2020411
3736	913586	2020059
3737	913778	2019699
3738	913979	2019359
3739	914171	2018999
3740	914364	2018640
3741	914565	2018301
3742	914763	2017954
3743	914984	2017657
3744	915196	2017342
3745	915436	2017087
3746	915671	2016822
3747	915866	2016470
3748	916117	2016241
3749	916334	2015935
3750	916559	2015649
3751	916766	2015323
3752	916965	2014978
3753	917217	2014751
3754	917474	2014534
3755	917684	2014214
3756	917867	2013835
3757	918118	2013607
3758	918383	2013407
3759	918680	2013279
3760	918905	2012992
3761	919107	2012654
3762	919309	2012317
3763	919492	2011939
3764	919696	2011606
3765	919872	2011212
3766	920079	2010887
3767	920292	2010574
3768	920498	2010248
3769	920680	2009867
3770	920879	2009523
3771	921071	2009166
3772	921267	2008817
3773	921472	2008487
3774	921665	2008131
3775	921854	2007767
3776	922042	2007401
3777	922246	2007071
